"earn","height","sex","ed","age","race"
28000,64.0032911614981,"female",16,39,"white"
52000,65.5739420785103,"female",18,50,"white"
15000,64.2761644755956,"female",16,29,"white"
19000,62.6466598398983,"female",13,32,"white"
27000,72.5597363815177,"male",12,23,"white"
15000,71.78231296991,"male",8,58,"white"
15000,71.5038585960865,"male",14,33,"white"
14500,64.1577520996798,"female",12,55,"white"
24000,64.2276872433722,"female",13,30,"white"
18000,67.7979812340345,"male",15,36,"white"
4000,62.2789568556473,"female",12,68,"white"
4000,68.5040957068559,"female",13,57,"white"
700,60.1126800563652,"female",12,36,"white"
24000,64.9793261792511,"female",12,91,"white"
27000,75.9695086975116,"male",12,39,"white"
12000,72.3279016197193,"female",12,35,"white"
22000,61.7656505128834,"female",18,47,"white"
30000,61.616401045816,"female",13,36,"white"
35000,70.5540779826697,"male",12,61,"white"
20000,74.0811951081268,"male",12,42,"white"
32000,65.4724173236173,"female",16,32,"white"
6000,63.3653120438103,"female",12,31,"other"
12000,66.850004237378,"female",12,39,"white"
10000,63.266094219638,"female",12,31,"white"
1000,64.7455061294604,"female",12,18,"white"
12000,63.5420606976841,"female",15,71,"white"
16000,64.923110146774,"female",12,36,"white"
25000,63.2420073475223,"female",16,33,"white"
25000,69.5245613094885,"female",12,27,"white"
32000,67.978094201535,"male",12,30,"white"
35000,66.5487370933406,"male",14,43,"white"
6000,64.5887038160581,"female",12,28,"white"
80000,68.7666858944576,"male",14,44,"white"
20000,68.0838865153491,"female",14,25,"white"
1000,65.8159135163296,"female",17,38,"white"
28000,71.4023760727141,"male",13,38,"hispanic"
26000,63.7635378786363,"male",16,23,"hispanic"
27000,73.5253833052702,"male",12,24,"white"
18000,61.9799861009233,"female",13,41,"white"
2000,65.2105206253473,"female",12,59,"white"
20000,69.3754682533909,"male",12,66,"white"
6000,66.0865610856563,"female",16,48,"white"
25000,66.5254419732373,"male",11,63,"white"
12000,73.172164720716,"male",12,29,"white"
12000,76.1848799777217,"male",12,57,"white"
30000,69.52562967618,"male",14,76,"white"
4000,62.8757120200898,"female",15,22,"black"
26000,62.7829133416526,"female",13,37,"black"
23000,70.0759173012339,"male",12,35,"black"
21000,71.0630765829701,"male",12,33,"white"
25000,65.2233837384265,"female",12,62,"white"
18000,70.380001677433,"male",16,75,"white"
4000,63.2472531853709,"female",13,44,"white"
23900,63.9208743951749,"female",12,22,"white"
35000,64.3294822513126,"female",18,40,"white"
26000,66.7303861079272,"male",14,30,"white"
25000,66.4904937171377,"male",16,36,"white"
23500,68.0189107442275,"female",13,27,"white"
12000,65.2252151621506,"female",12,22,"white"
15000,67.1242454897147,"female",12,20,"white"
3000,72.9358785133809,"male",17,23,"white"
6000,63.5796080143191,"female",12,67,"white"
14000,71.4477206908632,"male",12,69,"white"
15000,63.2831403270829,"female",16,31,"white"
175000,70.5895530292764,"male",16,48,"white"
1000,73.3709618267603,"male",18,25,"white"
10000,64.6888873104472,"female",14,63,"white"
45000,65.9230939771514,"male",13,82,"white"
15000,65.8483173938002,"female",12,81,"white"
20000,59.2028727594297,"female",13,41,"white"
35000,69.9901221392211,"male",16,30,"white"
40000,71.6656442810781,"male",16,28,"white"
35000,64.2018263619393,"female",12,72,"white"
50000,66.0645482349209,"female",16,54,"white"
1e+05,69.666884485865,"male",18,57,"white"
35000,68.5631622702349,"male",13,28,"white"
24000,67.7206132565625,"female",12,35,"white"
35000,73.8310985965654,"male",17,43,"white"
38000,72.5387801670004,"male",16,74,"white"
30000,67.2427707039751,"male",12,52,"white"
5000,63.9862840443384,"female",12,39,"hispanic"
148000,66.7401951407082,"male",18,38,"white"
30000,69.7732867500745,"male",12,32,"white"
6500,63.7568557977211,"female",15,31,"white"
3000,61.5594788861927,"female",16,37,"white"
23000,69.297169964062,"male",18,69,"white"
40000,68.4782089444343,"male",17,41,"white"
30000,72.1103680625092,"male",14,39,"white"
14000,63.1064126959536,"female",12,37,"white"
15000,68.7166826908942,"female",12,34,"white"
26000,64.0063688480295,"female",18,36,"white"
8000,71.0096353541594,"female",12,25,"white"
24000,63.8440190635156,"female",16,27,"black"
5124,66.1007056040689,"male",8,67,"white"
10000,60.9749902039766,"female",15,25,"white"
12000,67.7550969959702,"female",16,32,"white"
50000,68.4583113705739,"male",17,34,"white"
23000,63.803803373361,"female",13,26,"white"
40000,65.7088905379642,"male",14,34,"black"
6000,61.9315833549481,"female",13,26,"black"
5000,65.322573767975,"female",16,30,"black"
110000,65.9650380758103,"male",18,37,"white"
41000,72.0423596692272,"male",13,32,"hispanic"
23000,62.5702349038329,"female",13,78,"white"
21000,70.4314103806391,"male",12,23,"white"
4000,62.3213060542475,"female",12,29,"white"
25000,70.7082402152009,"male",12,36,"white"
30000,70.2775476609822,"male",18,46,"white"
14000,63.870679016225,"female",11,51,"white"
6000,63.477538905805,"female",12,35,"white"
14000,64.5934795753565,"female",12,46,"white"
43000,70.5134376552887,"male",12,27,"white"
25000,61.7005197918043,"female",15,33,"white"
40000,72.5534277544357,"male",12,66,"white"
65000,67.5873064631596,"male",17,40,"white"
16000,76.1518660350703,"male",15,32,"white"
8000,65.5777450613678,"female",12,71,"white"
20000,64.2291150880046,"female",15,39,"white"
14000,60.3136781475041,"female",14,72,"white"
45000,68.1374666159973,"male",12,74,"white"
8000,60.9448711504228,"female",11,72,"white"
12000,66.0223773396574,"male",12,28,"white"
8000,62.8853331326973,"female",14,31,"white"
16000,62.6724131535739,"female",15,32,"white"
6000,73.6875359923579,"male",15,73,"white"
19000,70.1019622746389,"male",12,32,"white"
21000,68.3032382049132,"female",13,39,"white"
43000,69.520183671033,"female",18,46,"white"
35000,68.7177843330428,"male",15,21,"white"
8000,70.4946535218041,"male",10,75,"white"
21000,62.7775964897592,"female",14,41,"white"
5800,65.1269648331217,"female",12,30,"white"
17000,69.3423146293499,"male",12,46,"white"
24000,67.5442495155148,"male",14,49,"white"
5000,62.3408116709907,"female",11,71,"white"
11000,66.1760971776675,"female",12,23,"white"
10000,65.4516244153492,"male",13,27,"white"
40000,69.7853576021735,"male",14,36,"white"
40000,70.4607855260838,"male",12,47,"white"
24000,65.754259346053,"female",14,29,"black"
24000,68.4906370725948,"male",16,26,"white"
20000,68.1368104501162,"male",16,33,"white"
60000,69.7440865891986,"male",18,50,"white"
11000,64.5567294817884,"female",13,47,"white"
5000,64.3914332657587,"female",15,40,"white"
27000,65.2990589516703,"female",16,30,"white"
89000,76.5377972417045,"male",16,41,"white"
40000,70.0242770011537,"male",14,28,"white"
15000,64.4558809872251,"female",16,26,"white"
1000,64.1782932023052,"female",14,20,"white"
22000,64.3725628065877,"female",12,60,"white"
12000,63.6814621235244,"female",8,48,"white"
22000,62.566208378179,"female",16,28,"white"
40000,57.5032186105382,"female",12,56,"black"
40000,62.0266192660201,"female",16,44,"white"
35000,64.4500544664916,"female",14,53,"hispanic"
7000,63.6364605613053,"female",12,28,"white"
14000,62.2320190872997,"female",12,37,"white"
15000,64.0130428457633,"female",12,56,"white"
6000,65.8874135119841,"female",13,34,"white"
11000,69.2944416587707,"female",12,41,"black"
10000,64.341004564194,"female",13,31,"white"
20000,70.703524782788,"male",14,41,"white"
7000,62.0891454792581,"female",12,73,"white"
38000,68.2998049755115,"male",9,46,"white"
29000,67.804394192528,"male",9,58,"white"
20000,61.7762710014358,"female",10,44,"white"
8000,62.512865383178,"female",12,57,"white"
36000,68.7313154179137,"male",16,51,"white"
1500,67.0463414881378,"female",12,44,"white"
42000,64.297104760306,"female",18,29,"white"
25000,70.3861901070923,"male",12,22,"white"
13000,68.9555682798382,"male",10,20,"white"
30000,69.2464014717843,"male",11,51,"black"
7000,68.5720231758896,"male",12,23,"white"
31000,59.8456649126019,"female",12,48,"black"
15000,66.4215014260262,"female",12,42,"black"
50000,66.6323809735477,"male",16,49,"white"
5000,66.249602062162,"male",15,20,"white"
600,70.2385899678338,"female",12,18,"black"
14000,64.4886081209406,"female",8,51,"black"
40000,59.9716670706403,"female",18,35,"other"
24000,68.2650016867556,"male",18,36,"white"
22000,72.7385042395908,"male",12,24,"black"
20000,71.8616003531497,"male",8,36,"white"
20112,63.7519255457446,"female",12,38,"white"
12000,67.3401537628379,"male",13,67,"white"
41000,67.2402495604474,"female",13,40,"white"
13000,71.4624311681837,"male",9,50,"black"
60000,72.7370847524144,"male",16,31,"white"
24000,70.2858346630819,"male",16,25,"white"
38000,70.0634253025055,"male",16,36,"white"
3000,71.1316877028439,"female",14,27,"white"
13000,65.9647994176485,"female",12,30,"white"
5000,74.8027268559672,"male",12,21,"white"
20000,60.2632444957271,"female",14,37,"white"
22000,72.4599404372275,"male",12,28,"white"
28000,74.7883400998544,"male",9,55,"black"
22000,59.8048176276498,"female",12,41,"white"
30000,73.4313811631873,"male",12,44,"black"
30000,64.5975232122,"female",12,32,"black"
30000,67.1116977867205,"male",16,31,"white"
32000,61.05399798695,"female",12,69,"white"
26000,69.2821339804213,"female",17,43,"white"
22000,64.4159848575946,"female",14,34,"white"
25000,70.3413790634368,"male",12,33,"white"
11000,67.632963493932,"female",10,24,"white"
13000,62.1886514150538,"female",12,53,"white"
10000,63.7878483103123,"female",15,42,"white"
12000,67.5814552542288,"female",12,45,"white"
7000,63.5153073596302,"female",11,64,"white"
57000,72.6402398094069,"male",14,37,"white"
36000,72.8246222566813,"male",16,37,"white"
29000,69.4074335524347,"male",14,29,"hispanic"
8000,68.291097125737,"female",13,19,"white"
3000,70.6452433068771,"male",11,18,"black"
20000,66.1345029571094,"female",16,41,"white"
33000,66.3732590912841,"male",12,57,"white"
15000,68.3001517369412,"female",12,68,"hispanic"
16000,70.2962766366545,"male",12,33,"white"
5000,61.8213356689084,"female",12,78,"white"
8000,65.7549999929033,"female",14,43,"white"
32000,63.0259912426118,"female",16,34,"black"
14500,74.5177943988238,"male",12,24,"white"
13000,66.5965384689625,"female",12,29,"white"
7000,62.6359764654189,"female",9,25,"white"
50000,64.7152633015066,"female",18,65,"black"
12000,69.2017171832267,"female",12,35,"black"
19000,71.4720795408357,"male",14,61,"white"
9000,61.9017791382503,"female",12,55,"white"
20000,64.7455073101446,"female",12,35,"black"
55000,71.7105198856443,"male",18,35,"hispanic"
10000,64.9090316372458,"female",12,40,"white"
13000,63.1541484838817,"female",12,19,"white"
20000,63.976770200301,"female",13,31,"white"
30000,71.5889868796803,"male",12,26,"white"
12000,63.5962560889311,"female",12,34,"white"
26000,70.0681019732729,"female",13,33,"white"
12500,64.974746490363,"female",12,27,"white"
8000,64.3137064622715,"female",12,29,"white"
15000,64.2090758709237,"female",16,32,"hispanic"
65000,66.9740025310311,"male",14,25,"white"
25000,73.1838126205839,"male",10,21,"white"
8000,72.5388661585748,"male",14,21,"hispanic"
15000,64.5050012296997,"male",14,21,"other"
12000,63.9310534698889,"female",16,40,"white"
35000,67.0820405418053,"female",13,37,"black"
40000,66.6112342663109,"male",16,31,"white"
29000,73.8956186361611,"male",12,22,"white"
15000,63.4426060875412,"female",13,31,"white"
20000,73.6886101709679,"male",12,36,"white"
3000,73.9111260052305,"male",6,62,"black"
1000,63.0871338781435,"female",16,19,"black"
8000,62.0363257317804,"female",11,23,"black"
5000,62.4524834766053,"female",12,18,"white"
25000,67.0378968592267,"female",16,27,"white"
20000,68.5933096033987,"male",12,57,"white"
30000,72.6742532416247,"male",12,34,"white"
12000,62.8712907247245,"female",12,35,"white"
10000,67.2233492950909,"female",14,32,"white"
16000,69.3906721475068,"male",12,19,"white"
45000,71.4133015288971,"male",12,29,"white"
40000,72.0859571339097,"male",14,54,"white"
25000,70.2147928397171,"male",14,81,"white"
19000,64.3032612581737,"female",14,52,"white"
17600,64.1306012659334,"female",16,30,"white"
7000,67.9111191499978,"male",12,67,"white"
30000,74.3458905031439,"male",12,32,"white"
18000,61.8189569027163,"female",11,47,"white"
25000,65.1286943771411,"female",16,47,"white"
6000,59.9612529284786,"female",5,62,"white"
70000,69.3867915708106,"male",18,42,"white"
15000,60.7515004030429,"female",16,34,"other"
25000,64.9323283280246,"female",17,33,"white"
35000,66.2033999038395,"female",16,28,"white"
18000,69.9158267362509,"male",16,24,"white"
28000,71.5657105306163,"male",15,30,"black"
15000,63.9053810059559,"female",11,21,"hispanic"
22000,71.3330611283891,"male",14,28,"hispanic"
35000,73.3903852005024,"male",12,30,"white"
18000,64.0379839160014,"female",15,46,"black"
35000,67.84231027239,"male",14,37,"white"
16400,64.2528219458181,"female",12,21,"black"
22000,65.6479450156912,"male",16,37,"black"
30000,66.5467691684607,"female",16,58,"white"
17000,64.1224241508171,"female",12,27,"hispanic"
25000,64.1105987930205,"female",14,36,"black"
10000,62.218656946905,"female",12,51,"white"
40000,68.9460160594899,"male",12,37,"white"
12500,63.2408815638628,"female",12,63,"white"
35000,72.3914105098229,"male",15,45,"white"
105000,74.5800505771767,"male",12,49,"white"
1e+05,69.5292017085012,"male",18,40,"white"
21000,69.3347594749648,"male",12,51,"white"
10000,64.017628835747,"female",14,56,"white"
33000,71.9366136612371,"male",12,26,"white"
26000,69.4623140250333,"male",18,25,"white"
60000,63.0790669277776,"female",10,78,"white"
18000,71.1143438261934,"male",16,45,"white"
15000,59.3417791726533,"female",8,61,"white"
5000,68.3148615625687,"male",13,20,"white"
60000,77.0512818135321,"male",17,42,"white"
12000,68.4196791467257,"female",14,69,"white"
28000,69.6720099465456,"male",18,38,"black"
42000,69.2819215462077,"male",18,43,"white"
2000,62.7389899722766,"female",12,33,"white"
20000,72.7946915561333,"male",18,33,"black"
28000,66.1267404174432,"male",15,40,"other"
10000,72.1921477608848,"male",17,62,"black"
31000,72.2243179453071,"male",12,31,"black"
17000,68.9843225260265,"female",13,37,"black"
16000,67.176553776022,"female",12,39,"white"
35000,65.6709538414143,"female",15,38,"white"
3000,67.3462496723514,"female",12,26,"white"
16000,67.5327790589072,"female",18,39,"white"
35000,64.5774896510411,"female",15,42,"black"
27000,61.5843523012009,"female",17,33,"black"
25000,69.3851196775213,"male",17,29,"white"
40000,69.6098164992873,"male",16,41,"white"
45000,66.0718277760316,"female",16,43,"white"
14000,65.8561824068893,"male",12,23,"white"
25000,66.3950547827408,"female",14,37,"white"
40000,71.8441534875892,"male",12,42,"white"
34000,68.8989319975954,"male",12,35,"white"
40000,65.7557774977759,"male",12,34,"white"
35000,69.4494557990693,"male",14,28,"white"
12000,60.1562983363401,"female",12,51,"hispanic"
30000,64.5687309347559,"female",17,43,"white"
23000,61.5879171171691,"female",12,40,"white"
2000,67.0797869774979,"female",12,30,"white"
20000,67.2121393748093,"male",14,25,"white"
10000,67.839941291837,"female",9,62,"black"
60000,65.6176809365861,"female",16,43,"black"
12000,74.2434706913773,"male",16,41,"black"
25000,65.4781301610637,"female",18,61,"white"
22000,62.8898836085573,"female",14,73,"black"
8000,68.1077901558019,"male",17,25,"white"
2000,66.3980563574005,"female",16,21,"white"
18600,65.4967782406602,"female",16,26,"white"
20000,61.5457959207706,"female",14,20,"white"
1e+05,72.6291592384223,"male",18,37,"white"
50000,61.8905792434234,"female",15,40,"white"
27000,69.8138147664722,"male",12,42,"white"
1000,58.2759423102252,"female",12,58,"black"
18000,68.3714694797527,"male",12,20,"white"
17000,67.3507021786645,"female",14,23,"white"
10000,63.8375116372481,"female",12,74,"white"
14000,70.3615257004276,"male",14,35,"white"
7200,72.495875000488,"male",14,66,"white"
33000,63.1919563515112,"female",17,39,"white"
23000,66.2642826058436,"male",12,34,"white"
10000,64.8832121312153,"female",12,41,"white"
22000,60.5863101528957,"male",12,24,"white"
13000,60.8170393912587,"female",12,19,"hispanic"
33000,67.2015290551353,"female",12,31,"white"
36000,73.1152228959836,"male",12,36,"white"
10000,70.5210414170288,"female",14,32,"black"
6000,64.4976611409802,"female",12,60,"white"
